id.x,year,company,capital,text,loc,lon,lat,role,simpname,country,cat,edu,source,id.y,
434948,1910,Kent Coal Concessions Ltd,972762.6,"Consulting Engineer GeT e H. Hollmgworth, F.G.8., 37, Crow Street, Engineers Malcolm Burr, B.A.., A.R.8.M., Adri ory, Sibertswold, Dover.",carey street w,-75.13662,40.00849,engineer,"hollmgworth, g e",united states of america,myb,engineer,myb,434948,1
437633,1910,Mysore West Gold Company Limited,729572,"Chief Engineer J. D. Cogens, Tank Mine, Oorgaum. Agents in India Best & Co., Madras. 1 Solicitors Seaton F. Taylor Bankers Martin s Bank, Limited. I Auditors Price, Waterhouse Secretary and Offices W. i arkcr, A.C.A., 9, New Broad Street, Telegrams: Oblige, London. Phone : 12711 Wall. This company was registered August 6th, 1898, and is a third of the Mysore West Gold Milling Co., Ltd., registered on 1886 see vol. for 1899 . The property comprises the Kaiser Block, mining and other rights in 150 acres, Bituatrd in the Kolar district, division of Mysore, held under a lease for 30 years less 10 days , from 1881, 50 acres whereof are sub-leased to the Mysore-Wynaad Gold equal undivided moiety in miniug rights in the Tank Block, of 164 in the Kolar Gold Fields, held from the Government of Mysore for April 14th, 1891, by this company and the Mysore- Wynaad Gold jointly. The company holds 6,628 Mysore-Wynaad Bhares. The has been worked jointly with the Mysore-Wynaad Co., three 10-stamp ereoted, also cyanide plant, but owing to low grade of ore, crushing in September, 1907, but cyaniding operations continue. For monthly tee table at commencement of volume. An option for two-and-a-half January 1909, over three blocks of land on the Bhimoga Gold Mysore, has been acquired jointly with Mysore-Wynaad Co., and development in progress.",madras,80.27072,13.08268,engineer,"cogens, j d",india,myb,engineer,myb,437633,1
448239,1910,Westwooct Manor Coal And Iron Ltd,486381.3,"C. C. Perkins. | R. N. Crane. Consulting Engineer .T. R. Haines, Stoke-on-Trent.",marshall,-95.77491,36.06743,engineer,"haines, t r",united states of america,myb,engineer,myb,448239,1
454140,1911,Mount Lyell Consols Wallaroo Copper,1216545,"General Manager Robert C. Sticht, Queenstown, Tasmania. Engineer in Charge of Mine R. M. Murray, Mount Lycll, Tasmania. Chief Mechanical Engineer G. W. Wright. | Metallurgist A. Lewis Dean, Manager of Chemioal Works P. A. Mackay. Superintending Bailway Engineer E. Carus Driffield, A.M.I.C.E.",tasmania,145.9706647,-41.4545196,engineer,"driield, e c",australia,myb,engineer,myb,454140,1
498158,1911,Mexican Agency Limited,1701507,"A. M. Grenrell,j Chairman. | W. H. Ellice. | J. S. P. Samborno, Managing. Resident Engineer Louis Chevrillon, Mexico City.",mexico,-102.552784,23.634501,engineer,"samborno, j s",mexico,myb,engineer,myb,498158,1
519671,1912,Antelope Gold Mine Rhodesia Limited,1946472,"Directors Qualification, £100 . fl. 8. Fort. | H.L.Stokes. I T. M. Thackth aite. | J. Seear. Consulting Engineer H. E. Jonos, Box Huluwayo, Rhodeaia.",antelope,-96.9739075,38.4361259,engineer,"jonos, h e",united states of america,myb,engineer,myb,519671,1
522989,1912,Collts Ytstd Catet Liwse,48661.8,"C. Hilliard, Chairman. | A. U. TUndflll. | Sir E. Sullivan, Bart. Consulting Engineers ConFolidated Gold FieWsof South Africa, Ltd.",midland,-102.0779146,31.9973456,engineer,"fiewso, s c",united states of america,myb,engineer,myb,522989,1
523722,1912,Coronation Collieries Limited,1070560,"Charles A. V. Conybeare. | P. Jacquemet. Consulting Engineer Secretary Oliver King, Corner House, Johannesburg-, S.A. London and Offices F. C. Meeser, TJwsdorf s Bldgs.,Bos M55, Johannesburg, S.A. Secretary and Offices M uricc Jcnka, F.O.A., 6, Oil Jewry, K.C. Telegrams A Cablegrams : Hre etcie , London. Phono: 7185 and 718 3 Centra . This company was registered in the Transvaal, July 11th, 1902, and acqnired",london,-0.1277583,51.5073509,engineer,"king, s o",united kingdom,myb,engineer,myb,523722,1
589872,1913,Minna Nigeria Tin Limited,267770.2,"Oonsultin Engineer L. H. L. Hamlin-t. lining En lneer . S. Loch nearl, clo P.O., Naruguta, N. Nigeria.",clinton,-93.7782689,38.3686324,engineer,"hamlint, l h",united states of america,myb,engineer,myb,589872,1
667039,1914,Robinson Diamond Mining Company Limited,243427.5,w p AhdrewaCmonIfluCaltnltn.gE.EHn.gineHeibrb erHt. . HI . L. Hoskyns. l R. T. Knatchbnll-Hugeslen. Webb. Box 1167. Johannesburg. Buperintendinz Engineer C. D. Leslie.,johannesburg,28.0473051,-26.2041028,engineer,"erht, w p",south africa,myb,engineer,myb,667039,1
681136,1914,Camp Bird Limited Bakqiimmp,8.00E+06,"Consultlnx Engineer R. J. Freohcville. General Manager at the Mine W. J. Cox, Ouray, Colorado, U.S.A.",ouray,-107.6714487,38.0227716,engineer,"freohcville, r j",united states of america,myb,engineer,myb,681136,1
681136,1914,Camp Bird Limited Bakqiimmp,8.00E+06,"Consultlnx Engineer R. J. Freohcville. General Manager at the Mine W. J. Cox, Ouray, Colorado, U.S.A.",ouray,-107.6714487,38.0227716,engineer,"freohcville, r j",united states of america,myb,engineer,myb,681136,1
704279,1914,Rodez Coal Company Limited,2218934.911,"D. .1. Peterson. Engineer H. R. Sleemen, whim Creek, Balls Bella. West Australia.",australia,133.775136,-25.274398,engineer,"sleemen, h r",australia,myb,engineer,myb,704279,1
709068,1914,Tin Trust Limited,493096.6469,"0. W. Skinner, J.P. W. Thomas. Local Directors Dr. R. M. Conno ly, Ipoh; Ghee Kee Ee. Per-ah. Consulting Engineer-fi Jil . Rowe; Nutter and Pearse.",norfolk,-76.2858726,36.8507689,engineer,"rowe, i j",united states of america,myb,engineer,myb,709068,1
800375,1916,Mount Lyell Blocks Copper Mines,1787416.587,"Local Mine. Superintendent B. Sawyer. Engineer in Charge of Mine-R. M. Murray, Mount Lyell, Tasmania. Chief MecShuapneicrianlteEnndgiinngeeRr-aGil.waWy. WErnigghtin. eer-E|. Metallurgist R. P. Roberts. C. Driffield, A.M.I.C.E.",bourne,-70.5989325,41.7412773,engineer,"miner, i c",united states of america,myb,engineer,myb,800375,1
800375,1916,Mount Lyell Blocks Copper Mines,1787416.587,"Local Mine. Superintendent B. Sawyer. Engineer in Charge of Mine-R. M. Murray, Mount Lyell, Tasmania. Chief MecShuapneicrianlteEnndgiinngeeRr-aGil.waWy. WErnigghtin. eer-E|. Metallurgist R. P. Roberts. C. Driffield, A.M.I.C.E.",bourne,-70.5989325,41.7412773,metallurgist,"robert, r p",united states of america,myb,metallurgist,myb,800375,1
803502,1916,New Lisbon Berlyn Limited,744756.9114,Consulting Engineer E. W. Lane.,austin,-97.7430608,30.267153,engineer,"lane, e w",united states of america,myb,engineer,myb,803502,1
820024,1916,Steenbok Syndicate Limited,714966.635,"STEEN BOK SYNDICATE, LIMI IED. Directors F. W. Jenkins; Consulting Engineer H. P. E. Palmer. Secretary C. Jenkins, A.R.S.M., M.I.M.M., Salisbury House, E.C. and Offices F. W. Jenkins, 53, Victoria Street, S.W.",namaqualand,19.3783206,-29.9786556,engineer,"palmer, h p",south africa,myb,engineer,myb,820024,1
902993,1917,Zuma Tin Areasjniqebia Limited,285850.405,A. H. Young. Consulting Engineers -Laws Rumbold,london,-0.1277583,51.5073509,engineer,"rumbold, s l",united kingdom,myb,engineer,myb,902993,1
907970,1918,Berrida Nigeria Tin Fields Limited,881372.082,"S. R- Bastard, Chairman. F. N. Best. T. Carmichael. | H. G. Palmer. Consulting Engineers C. G. Lush 8: Sons.",london,-0.1277583,51.5073509,engineer,"lush, s c",united kingdom,myb,engineer,myb,907970,1
964066,1919,Delagoa Bay Development Corporation Limited,736166.4453,"P. M. Gotto. Consultin Engineer V. M. Mordey, 82, Victoria Street, S.W. 1.",london,-0.1277583,51.5073509,engineer,"consultin, p m",united kingdom,myb,engineer,myb,964066,1
1011411,1920,Lena Goldfields Limited,5148406,"H. Gueoalla. I Sir L. Horkyns, Bart, J.P. | J. R. Mason. Consulting Engineer G. W. Purinizton. Russian Agency Russian Mining Corporation, Ltd., Nevsky, 19, Petropzrad. Paris Agency New Consolidated Gold Fields, Ltd., 12, Rue des Pyramides. Secretary and Oflices H. Richards, 441, Salisbury House, ED. 2.",paris,2.352222,48.85661,engineer,"purinizton, g w",france,myb,engineer,myb,1011411,1
1035266,1921,Associated Queensland Mines Limited,1058507,"Sir G. Brookman, J.P.. Local Director in Adelaide. Consulting Engineer in London E. H. Liveiug.",adelaide,138.6007,-34.9285,engineer,"liveiug, l e",australia,myb,engineer,myb,1035266,1
1082185,1922,Charterland Share And Agency Limited,1107174,"an ear as . no: we GilfiERhL-i E i: mentionloiitiiideli. Consulting Engineer N. H. Griflfln, A.M Inst.0.E., A.Inst.V .M. Agents in South Lfrica Bechuanalaud Exploration Co., Ltd.",paris,2.352222,48.85661,engineer,"grilin, n h",france,myb,engineer,myb,1082185,1
1107456,1922,John Del Rey Mining Limited,3542958,"C. F. W. Kup, Managing, Consulting Electrical Engineers Reaper and Chalmers.",brazil,-51.92528,-14.235,engineer,"reape, e s",brazil,myb,engineer,myb,1107456,1
1126596,1923,Cyprus Sulphur And Copper Limited,91491.31,CYPRUS SULPHUR AND COPPER CO-I LTD. Directors G. M. Ritchie; 1 . D. Lawther; D. Maxwell. Mining Engineer G. O. Nevitt.,london,-0.1277583,51.50735,engineer,"cooper, c s",united kingdom,myb,engineer,myb,1126596,1
1139481,1923,Mount Lyell Mining Railway Limited,5946935,Chief Mechanical Engineer G. W. Wrisht. l Metallurgist R. P. Roberts.,london,-0.1277583,51.50735,engineer,"wrisht, g w",united kingdom,myb,engineer,myb,1139481,1
10297,1887,Holway United Mines Limited,291120.8152,"Col. Josiah Henry Smith, K.E., Grendon, Wellington, Surrey.",sierra,-96.1247847,41.294441,board,"smith, j h",united states of america,myb,mining eng,MIT,mitg21196,0
21274,1887,Schwab Gully Diamond Mining Company,970402.7172,Archibald Shannon. Henry Frederick Chilcott.,australia,133.775136,-25.274398,manager,"chilcott, h f",australia,myb,engineer,imm,imm1499,0
49489,1888,Tolima Mining Company Limited,487092.0604,"Charles O. Rogers, Clairaun,.",lima,-77.042754,-12.0463731,board,"rogers, c o",peru,myb,civil eng,worcester,wo3166,0
56165,1888,Namaqua Copper Company Limited,974184.1208,"T. K. Weir, of Henry Bath and Son.",glasgow,-4.251806,55.864237,board,"weir, t k",united kingdom,myb,NA,taime,aime124692,0
61046,1889,Broken Hill Proprietary Block Limited,48685.49172,Nathaniel Harris. | John Henry Ward.,broken,-95.7813885,36.0628961,board,"ward, j h",united states of america,myb,chemical,MIT,30mit21461,0
61899,1889,Carisa Gold Mines Limited,876338.851,"W. Durant Frost, Chairman. | Capt. J. W. Clarke. | Mons. Adolphe ileliot.",manchester,-2.2426305,53.4807593,board,"clarke, j w",united kingdom,myb,engineer,ama,ama1866,0
63425,1889,Crommelin Mining Company Limited,146056.4752,"John Vivian, C.E., Chairman. Myles Kennedy. | W. E. Walker, C.E.",canada,-106.346771,56.130366,board,"walker, w e",canada,myb,NA,taime,aime122561,0
71667,1889,New Consolidated Mining Company Limited,778967.8675,"Sfftior H. A. Joseph, Chairman Jonas Bergtheil. 1 James G. Cunningham, M.E.",london,-0.1277583,51.5073509,chair,"joseph, s h",united kingdom,myb,engineer,imm,imm7230,0
75152,1889,Prince Wales Slate Company,413826.6796,"Robert Heskcth Jones, J.P., F.S.S., Chairmun. | Henry Laurence Hammock. | James Mavt.",wales,-3.7837117,52.1306607,chair,"jones, r h",united kingdom,myb,NA,taime,aime62469,0
76264,1889,Roman Gravels Mining Company Limited,243427.4586,"T eter Watson, Managing Director.",portugal,-8.224454,39.399872,managing director,"watson, t e",portugal,myb,NA,taime,aime123918,0
79511,1889,Van Diemen Land Minerals Company,146056.4752,Jo-shua H. Hutchinson. | Thomas James Keeves.,london,-0.1277583,51.5073509,board,"hutchinson, j h",united kingdom,myb,engineer,ama,ama4366,0
80781,1889,African Consolidated Investment Limited,146056.4752,C. E. Lyon. | J. E. T. O. Carew. | G. W. Garrould. | A. Hannah.,lima,-77.042754,-12.0463731,board,"lyon, c e",peru,myb,NA,taime,aime73984,0
91187,1889,Sun Black Reef Gold Mining,1071080.818,"T. D. Williams. | Louis Abraham ,",johannesburg,28.0473051,-26.2041028,board,"williams, t d",south africa,myb,engineer,myb,87013,0
92286,1889,Victoria Rhodesia Asbestos Limited,584225.9,"W. P. Taylor. | H. W. A. Cooper. Adam Bell. Pretoria, South Africa.",NA,NA,NA,board,"taylor, w p",NA,myb,english,taime,aime116108,0
102710,1891,Halkyn Mining Company Limited Stquai,48614.49,Thomas Abel Beckett. | Robert Roberts. | J. Siddorns. | J. E. Williams.,NA,NA,NA,board,"williams, j e",NA,myb,mechanical eng,MIT,30mit24609,0
105158,1891,Mesquital Del Oro Mining Company,486144.9,S. . RobarU. Douglas Herron Barry. I W. Austin. I Thomas Kynaston Weir,austin,-97.7430608,30.267153,board,"weir, t k",united states of america,myb,NA,taime,aime124692,0
117911,1891,Buffelsdoorn Estate And Gold Mining,534759.4,H. A. Rogers. | W. H. Rogers. I J. Brass Robertson. | W. P. Taylor. | D. J. Pullruger.,london,-0.1277583,51.5073509,board,"taylor, w p",united kingdom,myb,english,taime,aime116108,0
118996,1891,Drachenfels Banket Gold Mining Syndicate,121536.2,Gordon Stonhouse Hughes. | James Fergusson Jamieson.,england,-1.1743197,52.3555177,board,"hughes, g s",united kingdom,myb,NA,taime,aime58053,0
121090,1891,Houghton Estate Gold Mining Company,1458435,Herbert Ernest Matthew Davies. | William Mortimer Maynard Farmer.,london,-0.1277583,51.5073509,board,"davies, h e",united kingdom,myb,NA,taime,aime28174,0
124276,1891,Roodepoort Homestead Gold Mining Company,486144.9,B. B. Shepherd. | W. M. Smith.,london,-0.1277583,51.5073509,board,"smith, w m",united kingdom,myb,mining eng,colorado,colo14706,0
132208,1893,Cornish Port Quin Antimony Mining,9727.626,Rbt. Hy. Seaton. | Francis Dixon Brown. | John Sutton Attfield. | Wilfred Maurice Plevins.,sydney,151.2092955,-33.8688197,board,"brown, f d",australia,myb,engineer,ama,ama1236,0
140739,1893,New Imuris Mines Limited,977626.5,"Thomas Kynaston Weir. | Edward Woods, C.E. | Ralph Skeno Archbold.",australia,133.775136,-25.274398,board,"weir, t k",australia,myb,NA,taime,aime124692,0
166154,1894,Diamantina And Vesubio Gold Mines,73170.73,"M. KJe.nnedv, Chairman. | W. Salmon. I ,1. Hodirson. W. Wilson. | G. I. Suelus. | W. E. Walker.",colombia,-74.29733,4.570868,board,"walker, w e",colombia,myb,NA,taime,aime122561,0
176007,1894,San Miguel Silver Mines Limited,1121951,"E Furtter Webster, CLE., Chairman. | D. F. Carmichael. | Henry Davey. | James Adames.",london,-0.1277583,51.50735,chair,"webster, e f",united kingdom,myb,civil eng,MIT,30mit1262,0
182113,1894,East Rand Proprietary Mines Limited,3176931,J. C. A. Henderson.,london,-0.1277583,51.50735,board,"henderson, j c",united kingdom,myb,NA,taime,aime53018,0
184622,1894,Namaqua Copper Company Limited,975609.8,"Charles Howard. | Sir John U. Morris, K. O.S.I. | John Napier. | Thomas Kynaston Weir.",london,-0.1277583,51.50735,board,"weir, t k",united kingdom,myb,NA,taime,aime124692,0
184938,1894,New Comet Gold Mining Company,487804.9,"Carl Hanau, Ckairtnax. | Abe Bailey. | J. C. A. Henderson. | G. Rouliot. | G. Farrar.",johannesburg,28.04731,-26.2041,board,"henderson, j c",south africa,myb,NA,taime,aime53018,0
194898,1895,Colorado Boy Silver Mines Limited,586510.3,James L. Hale. | Walter Holdsworth.,colorado,-105.7821,39.55005,board,"hale, j l",united states of america,myb,electrical eng,MIT,30mit17258,0
197212,1895,Elswick Coal Company Limited,279569.9,"Thomas George Gibson, Chairman. |",newcastle,-1.61778,54.97825,chair,"gibson, t g",united kingdom,myb,NA,taime,aime43172,0
197762,1895,Fortuna Company Limited,244379.3,Richard Donapan. I Frederick H. Simmonds.,london,-0.1277583,51.50735,board,"simmonds, f h",united kingdom,myb,civil eng,columbia,csm3006,0
202634,1895,Mines Exploitation Syndicate Limited,48875.86,"George Stewart Anderson, J.P. | Samuel Jennings. | Charles H. Tindal. | Henry Williams,",western,-95.71276,37.09375,board,"anderson, g s",united states of america,myb,mining eng,colorado,colo6030,0
207031,1895,Regent Gold Extracting Company Limited,17106.55,George Webster. | William Bottomley. | J. A Duncan. | W. F. King.,duncan,-97.95781,34.5023,board,"duncan, j a",united states of america,myb,NA,taime,aime32661,0
212648,1895,British And Transvaal Financial Company,439882.7,"F. Fobs, Chairman. Robert Arnot. I Fredk. R. Bullock. I J. C. A. Henderson",transvaal,-81.1831,43.23256,board,"henderson, j c",canada,myb,NA,taime,aime53018,0
218327,1895,Meyer And Leeb Gold Mining,977517.1,Kcrni sbert. I Max Cohn. I A. Floquet. I O. E. Read. | C. R. Gardner.,johannesburg,28.04731,-26.2041,board,"gardner, c r",south africa,myb,chemical,MIT,30mit25033,0
235223,1895,Henderson Transvaal Estates Limited,1466276,"J. C. A. Henderson, Chairman.",prescott,-112.4685,34.54002,chair,"henderson, j c",united states of america,myb,NA,taime,aime53018,0
237359,1895,Mashonaland Trust And Exploring Company,977517.1,"H. L. Stokes, Rttident Dirtctor in South Jfrica.",london,-0.1277583,51.50735,board,"stokes, h l",united kingdom,myb,NA,taime,aime113498,0
254544,1903,Burnyeati Brown And Company Limited,875912.4,"Joseph Churtera Brown, J.P.",valley,-94.64745,36.83507,board,"brown, j c",united states of america,myb,engineer,imm,imm2680,0
256606,1903,Consolidated Finance Corporation Limited,4863.813,F. C. Poisson. Chairman. | George A. Jones.,sonora,-110.3309,29.29722,board,"jones, g a",mexico,myb,NA,taime,aime62250,0
256606,1903,Consolidated Finance Corporation Limited,4863.813,F. C. Poisson. Chairman. | George A. Jones.,sonora,-110.3309,29.29722,board,"jones, g a",mexico,myb,NA,taime,aime62250,0
259082,1903,Espie Bay Mines Development Syndicate,145914.4,"John E. Davidson. | John Brock. I Holhrook Gaskell, jun. | Robertson Lawson, CA.",lawson,-94.61742,37.07903,board,"davidson, j e",united states of america,myb,engineer,ama,ama2334,0
259211,1903,Exploration Company England Mexico Limited,6079767,Bochfort Msguire. | John E. Dudley Ryder. | Gerald D. Smith.,dudley,-2.081112,52.51226,board,"smith, g d",united kingdom,myb,NA,taime,aime109436,0
260192,1903,Gijon Syndicate Limited,48638.13,William Wilson Smith.,spain,-3.74922,40.46367,board,"smith, w w",spain,myb,mechanical eng,MIT,30mit313,0
266465,1903,Nantyglo And Blaina Ironworks Limited,2279912,"Admiral Edward Field, 0.13., Chairman. I John Robinson. | Sydney Mason. I H. Faure Walker.",sydney,151.2093,-33.86882,board,"walker, h f",australia,myb,mechanical eng,taime,aime122434,0
267486,1903,Niddrie And Benhar Coal Limited,745356.8,"Robert Thomas Moore, ALE. John Watson Stuart.",hanover,-72.28955,43.70225,board,"moore, r t",united states of america,myb,NA,taime,aime82780,0
270898,1903,Russian Collieries Company Limited,1750973,John Evelyn Gladstone. | Charles Henry Moore. I George Crisps Whiteley.,gladstone,-94.55468,39.20389,board,"moore, c h",united states of america,myb,engineer,ama,ama5960,0
285095,1908,Abbontiakoon Wassau Mines Limited,486618,"Directors. J. S. P. Samborne, Chairman. I Admiral Sir A. H. Markham, K.C.B. | F. C. Tartratt.",london,-0.1277583,51.50735,chair,"samborne, j s",united kingdom,myb,engineer,myb,436688,0
286215,1908,Anglo Belgian Company Egypt Limited,4866180,"Baron George do Router, Chairman. | J. D. Alexander. | Fitzgerald. Directors in Belgium.",belgium,4.469936,50.50389,board,"alexander, j d",belgium,myb,aeronautical eng,taime,aime1144,0
286607,1908,Argo Nauts Jjmited,364963.5,"August G. Meissner, Chairman. | George W. Brown. | Walter Thompson.",devonshire,-3.530875,50.71556,board,"brown, g w",united kingdom,myb,mining eng,colorado,colo7025,0
287358,1908,Ben Ldtm Lnesttlmtled,1703163,"H. S. Joseph. I Stanley Brailsford. | S. H. Farrar, M.I.O.E. | W. Henderson Clark.",london,-0.1277583,51.50735,board,"clark, w h",united kingdom,myb,mathematics,taime,aime21646,0
289504,1908,Consolidated Exploration Syndicate Limited,4622871,"H. H. Webb, Connlting Engineer. | H. C. Bear. | W. A. Caldecott. | A. H. Bell.",stanhope,-78.67664,35.78939,board,"bell, a h",united states of america,myb,mining eng,rsm,rs466,0
300420,1908,Oosten Rand Gold Limited,487834.5,"N. J. 8cholts. | F. S. Tudhope. | A. Wight. | J. W. H. Stubbs, Mtnajing.",johannesburg,28.04731,-26.2041,board,"stubbs, j w",south africa,myb,engineer,imm,imm2379,0
308017,1908,Worcester Exploration And Gold Mining,486618,"Hon. J. D. JH.ugo, Chairman. | William A. Hall. | Charles Home, jun. I H. C. Meiring. W. H. Meiring, sen. | Fritz Lindenberg. | P. J. Rabie.",worcester,-71.80229,42.26259,board,"hall, w a",united states of america,myb,naval eng,MIT,30mit3087,0
310137,1908,Atlantic Merthyw Collieries Limited,340632.6,Richard Cory. | John Cory. | E. M. Hann. | W. H. D. Mewton. | W. Ronnfeldt. | H. W. Martin.,london,-0.1277583,51.50735,board,"hann, e m",united kingdom,myb,engineer,imm,imm8529,0
310303,1908,Bacis Gold And Silver Mines,243309,John J. Reid. I C. Williamson Milne. Directors.,durango,-107.8801,37.27528,board,"milne, c w",united states of america,myb,NA,taime,aime81629,0
315208,1908,Dayton Coal And Iron Company,973236,"W. A. Donaldson. | A. S. McClelland, C.A. | P. Donaldson. | A. S. Macharg, C.A.",glasgow,-4.251806,55.86424,board,"donaldson, w a",united kingdom,myb,NA,taime,aime31129,0
316998,1908,Foldal Copper And Sulphur Company,1703163,"onsulting Engineers . ... . . Mine Manager W. H. Lund. Folda , near Lille-Elvedsl, Norway.",norway,8.468946,60.47202,manager,"lund, w h",norway,myb,engineer,imm,imm729,0
320207,1908,Glyn Mines Limited,973236,"Vaughan W. Davies. I E. Wolff Abrams, Managing. Mines Manager Worm H. Lund, Kjoli Mines, Guldalen, Norway. Auditors Oarnaby-Harrower, Barham & Co. Secretary and Offices W. B. Pearson, 4, Suffolk Street, Pall Mall, S.W.",norway,8.468946,60.47202,manager,"lund, w h",norway,myb,engineer,imm,imm729,0
324908,1908,Old Silkstone Xcolljeries Limited,973236,"Henry C. Embleton, M.I.M.E., Chairman. | Robert G. Brown. | Marshall Nicholson.",marshall,-95.77491,36.06743,board,"brown, r g",united states of america,myb,engineer,imm,imm8978,0
328875,1908,Southern Tin Syndicate Limited,729927,"G. B. Mee, Chairman. | W. H. Nash. I Mitruel Yglesias, Managing.",huelva,-6.944722,37.26142,board,"nash, w h",spain,myb,mining eng,uariz,ua32693,0
335578,1909,Hampden Cloncurry Copper Mines Limited,1461988,London Directors T. Pyke ; J. Dowling ; W. Douglas Reid.,london,-0.1277583,51.50735,board,"reid, w d",united kingdom,myb,mining eng,MIT,30mit12839,0
337925,1909,New Einasleigh Mines Limited,1218324,"NEW EINASLEIGH COPpJrZmTnES, LIMITEdT Directors Qualification, £250 . Hon, R. Parker, Chairman. | A. Stewart, M.I.C.E. I F. J. Gordon. | J. H. Smith, A.M.I.C.K.",queensland,142.7028,-20.91757,board,"gordon, f j",australia,myb,NA,taime,aime45777,0
338107,1909,New Zealand Crown Mines Company,1023392,"Directors Qualification, MO shares . Sir Westby B. Perceval, K.C.M.G., C oin a . | James Dunnachio. | John E. Dudley Ryder.",dudley,-2.081112,52.51226,board,"ryder, j e",united kingdom,myb,chemistry,MIT,03mit350,0
339876,1909,Cedar Syndicate Limited,97465.89,"02, London Wall, B.C. Mine Manager T. W. T. Atherton, M.I.M.E.",london,-0.1277583,51.50735,manager,"atherton, t w",united kingdom,myb,engineer,imm,imm37,0
340216,1909,Tasmanian Mining Company Limited,487329.4,"T. Matesdorf, Chairman. | Mas St.einthal. I Robert van Gember.",zeehan,145.338,-41.88752,board,"gember, r v",australia,myb,engineer,myb,315353,0
353603,1909,Magnesite Mines South Africa Limited,974658.9,A. H. Oppenheim. | A. Dickson. I J. E. Grieveson. | Dr. E. J. P. Jorisson. | J. I. Hoffmann.,transvaal,-81.1831,43.23256,board,"homann, j i",canada,myb,engineer,myb,306495,0
357592,1909,Oued Mougras Copper Tron Limited,974658.9,"H. C. Boyd, alternate E. A. Wallers. | Abe Bailey, M.L.A., alternate J. H. Ryan.",london,-0.1277583,51.50735,board,"boyd, h c",united kingdom,myb,engineer,imm,imm6247,0
